filer_id,Filer,Business Phone,WhaleScore 1 Yr Equal-Wt,WhaleScore 1 Yr Mgr-Wt,Fund Size,Holdings,MV,Turnover,% in Top 10,Perf Equal QoQ,Perf Equal All,Perf Mgr QoQ,Perf Mgr All,Earliest 13F,Perf Equal 1 Year,Perf Equal 5 Year,Perf Mgr-Wt 1 Year,Perf Mgr-Wt 5 Year,3 Yr Perf Annualized,5 Yr Perf Annualized,7 Yr Perf Annualized,10 Yr Perf Annualized,3 Yr Perf Mgr-Weight Annualized,5 Yr Perf Mgr-Weight Annualized,7 Yr Perf Mgr-Weight Annualized,10 Yr Perf Mgr-Weight Annualized,Avg Time in Top 10,Avg Time Held,Filer CIK,Filer Zip Code,Change in MV,Put Count,Call Count,Prior MV,State,City,Shares Traded,3-Year Sortino Equal Weight,STDDEV 3-Year,5 Yr Beta,3 Yr Alpha,ETF AUM,ETF AUM %,Investing Styles,Fund Classifications,First Date 13F Was Filed,Previous MV,Country
556596,INTELLIGENT FINANCIAL STRATEGIES,952-941-2795,,,Micro,86.0,161215337.0,11.7647,82.7551,4.78,21.01,4.07,23.32,2022-02-15 05:00:00 UTC,22.15,0.0,26.53,,,,,,,,,,6.8,7.4706,0001911000,55331,12.779,0,0,142948004.0,MN,EXCELSIOR,323392.0,0.2093,0.181,0.9478,,68427786.0,42.445,"",Investment Advisor,2022-02-15 05:00:00 UTC,142948004.0,United States
1478,"INTERACTIVE FINANCIAL ADVISORS, INC.",630-472-1300,29,25,Micro,86.0,180901222.0,5.8824,53.465,2.77,114.1,3.48,118.72,2007-12-14 05:00:00 UTC,14.92,36.32,17.03,40.4,2.63,6.39,5.25,5.12,3.63,7.02,5.89,5.47,0.0,31.2471,0001419099,60451,-3.0651,0,0,186621296.0,IL,NEW LENOX,16956731.0,-0.0168,0.1262,0.7088,-5.11,176350039.0,97.484,"FINANCE concentrated,Long-Term Focus,Low BETA Stock Focus,ETF Investor",Investment Advisor,2007-12-14 05:00:00 UTC,186621296.0,United States
500824,"INTERCHANGE CAPITAL PARTNERS, LLC",412-307-4230,39,41,Micro,175.0,148309467.0,18.8571,34.5231,6.79,23.05,6.09,24.36,2021-02-16 05:00:00 UTC,24.04,0.0,22.11,,4.79,,,,5.140000000000001,,,,6.8,6.6108,0001845998,15219,11.109,0,0,133481020.0,PA,PITTSBURGH,498769.0,0.1059,0.1816,0.9741,-4.94,101658347.0,68.545,"FINANCE concentrated,Low BETA Stock Focus",Investment Advisor,2021-02-16 05:00:00 UTC,133481020.0,United States
557164,"INTERGY PRIVATE WEALTH, LLC",719-413-8820,,,Micro,79.0,243086276.0,8.9744,61.5613,4.34,13.79,4.6,17.46,2022-02-17 05:00:00 UTC,18.23,0.0,21.89,,,,,,,,,,7.3,6.4359,0001911342,80903,5.0755,0,0,231344437.0,CO,COLORADO SPRINGS,228199.0,0.1021,0.1552,0.8088,,232026154.0,95.45,"",Investment Advisor,2022-02-17 05:00:00 UTC,231344437.0,United States
327321,INTERMEDE INVESTMENT PARTNERS LTD,00442037635810,39,41,Mid,35.0,4902521000.0,25.7143,49.5331,2.56,185.46,3.41,183.66,2016-02-05 05:00:00 UTC,22.32,86.06,21.46,84.56,1.8800000000000001,13.22,12.47,,1.49,13.04,12.26,,5.7,15.1875,0001664713,W1B 5LU,11.2624,0,0,4406271000.0,X0,LONDON,13095442.0,-0.0522,0.1878,0.9955,-8.04,0.0,0.0,Long-Term Focus,"Investment Advisor,Hedge Fund",2016-02-05 05:00:00 UTC,4406271000.0,UNITED KINGDOM
477131,"INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC",407-254-1500,,,Small,843.0,956783482.0,18.624,26.4947,6.84,113.89,6.61,126.05,2020-07-20 04:00:00 UTC,25.37,0.0,22.71,,14.860000000000001,,,,15.86,,,,4.4,7.1586,0001818604,32801,21.5828,0,0,786939718.0,FL,ORLANDO,58078318.0,0.6311,0.1898,0.8445,6.38,370715720.0,38.746,Index Clone,Investment Advisor,2020-07-20 04:00:00 UTC,786939718.0,United States
356137,INTERNATIONAL CITY MANAGEMENT ASSOCIATION RETIREMENT CORP,202-962-4600,,,Micro,6.0,119659721.0,0.0,100.0,4.84,44.21,4.53,46.68,2017-01-23 05:00:00 UTC,17.87,30.18,19.6,32.41,-2.42,5.42,4.569999999999999,,-1.8599999999999999,5.779999999999999,4.82,,5.0,5.0,0001691813,20002,4.87,0,0,114102904.0,DC,WASHINGTON,31988.0,-0.3327,0.1567,0.7008,-9.54,119659721.0,100.0,"","",2017-01-23 05:00:00 UTC,114102904.0,United States
669645,INTERNATIONAL PRIVATE WEALTH ADVISORS LLC,(714) 390-0823,,,Micro,142.0,51814452.0,47.1831,33.4384,3.14,2.44,4.26,3.45,2024-05-10 04:00:00 UTC,0.0,0.0,,,,,,,,,,,0.2,0.6757,0002022637,92108,-48.7436,0,0,101088681.0,CA,SAN DIEGO,1973144.0,-0.1968,0.1196,0.6632,,25605440.0,49.418,"",Investment Advisor,2024-05-10 04:00:00 UTC,101088681.0,United States
166258,"INTEROCEAN CAPITAL GROUP, LLC",(312) 648-1720,60,76,Mid,515.0,4187485307.0,12.4272,32.6715,8.31,421.4,7.44,446.24,2012-02-13 05:00:00 UTC,28.78,121.97,28.32,128.17,12.01,17.29,14.399999999999999,13.469999999999999,12.13,17.94,15.21,14.099999999999998,10.8,13.0568,0001841616,37219,12.4978,7,0,3722280754.0,TN,NASHVILLE,7636073.0,0.5549,0.1654,0.9188,2.83,1438889267.0,34.362,Long-Term Focus,"Investment Advisor,Hedge Fund",2012-02-13 05:00:00 UTC,3722280754.0,United States
256382,"INTERVAL PARTNERS, LP",(646) 412-6803,64,67,Mid,402.0,3568540575.0,60.6965,23.8462,6.63,89.96,8.15,110.16,2014-02-14 05:00:00 UTC,23.9,58.83,28.88,74.28,1.58,9.69,7.920000000000001,7.249999999999999,4.19,11.75,9.83,8.459999999999999,1.5,3.7518,0001590228,10022,1.8356,55,43,3504216821.0,NY,NEW YORK,34168689.0,-0.0602,0.2112,1.2091,-8.94,329958200.0,9.246,"","Investment Advisor,Hedge Fund",2014-02-14 05:00:00 UTC,3504216821.0,United States
501963,INTRACK INVESTMENT MANAGEMENT INC,8026580625,66,83,Micro,141.0,134754241.0,13.5338,31.9746,6.02,54.44,4.34,54.27,2021-02-22 05:00:00 UTC,28.21,0.0,26.35,,12.78,,,,13.350000000000001,,,,6.5,7.0602,0001847343,05403,1.1631,0,0,133204965.0,VT,SOUTH BURLINGTON,431723.0,0.498,0.1984,1.0545,2.48,34083524.0,25.293,"",Investment Advisor,2021-02-22 05:00:00 UTC,133204965.0,United States
1480,INTREPID CAPITAL MANAGEMENT INC,9042463433,53,51,Micro,120.0,154315124.0,29.1667,37.3212,6.86,462.31,4.82,371.48,2003-08-19 04:00:00 UTC,21.16,48.37,18.82,35.18,0.9400000000000001,8.21,5.08,7.5600000000000005,-0.61,6.21,2.85,5.970000000000001,3.2,9.2766,0001092838,32250,5.5186,0,0,146244532.0,FL,JACKSONVILLE BEACH,12851602.0,-0.104,0.1843,1.0638,-8.45,34477053.0,22.342,"Value Investor,GARP","Investment Advisor,Hedge Fund",2003-08-19 04:00:00 UTC,146244532.0,United States
603991,INTREPID FINANCIAL PLANNING GROUP LLC,317-818-1776,,,Micro,134.0,231491974.0,12.6866,48.6388,4.58,29.23,4.29,28.42,2022-08-15 04:00:00 UTC,25.84,0.0,24.37,,,,,,,,,,5.7,5.5859,0001641296,46032,10.7222,0,0,209074488.0,IN,CARMEL,421481.0,0.3708,0.1677,0.9356,,163846216.0,70.778,"",Investment Advisor,2022-08-15 04:00:00 UTC,209074488.0,United States
358393,INTRINSIC EDGE CAPITAL MANAGEMENT LLC,312-734-1094,73,69,Small,202.0,1277114790.0,70.297,23.3496,2.42,117.38,2.16,105.6,2017-02-14 05:00:00 UTC,9.96,69.99,9.73,66.58,-0.15,11.19,11.05,,-0.84,10.75,10.17,,0.3,2.3904,0001671754,60601,27.6481,12,9,1000496129.0,IL,CHICAGO,49362975.0,-0.1186,0.2519,1.4002,-10.8,18601000.0,1.456,Short-Term Focus,"Investment Advisor,Hedge Fund",2017-02-14 05:00:00 UTC,1000496129.0,United States
555536,"INTRINSIC VALUE PARTNERS, LLC",480-522-2032,,,Micro,58.0,93834894.0,12.5,61.4403,9.07,13.55,9.92,20.45,2022-02-10 05:00:00 UTC,36.69,0.0,38.29,,,,,,,,,,6.8,7.6429,0001910364,85016,9.4329,0,0,85746475.0,AZ,PHOENIX,81469.0,0.0669,0.2256,1.1251,,2505770.0,2.67,"",Investment Advisor,2022-02-10 05:00:00 UTC,85746475.0,United States
1482,INTRUST BANK NA,3163833308,,,Small,393.0,933465098.0,4.8346,39.5568,9.02,365.3,6.94,342.01,2007-03-08 05:00:00 UTC,34.02,88.48,27.51,91.42,8.95,13.51,13.33,11.05,8.53,13.87,12.879999999999999,10.4,16.0,26.9432,0001034771,67201,8.295,0,0,861964973.0,KS,WICHITA,1027215.0,0.3254,0.1876,1.0755,-1.14,362064163.0,38.787,Long-Term Focus,Banks,2007-03-08 05:00:00 UTC,861964973.0,United States
643087,INVENIO WEALTH PARTNERS LLC,305-570-2096,,,Micro,109.0,185548101.0,23.8532,51.9049,3.28,13.27,4.0,11.82,2023-08-14 04:00:00 UTC,0.0,0.0,,,,,,,,,,,1.9,2.2396,0001989341,33146,34.1704,0,0,138292836.0,FL,CORAL GABLES,1400579.0,0.1292,0.1138,0.6816,,146601339.0,79.01,"",Investment Advisor,2023-08-14 04:00:00 UTC,138292836.0,United States
463904,INVENOMIC CAPITAL MANAGEMENT LP,617-912-4972,85,98,Small,207.0,1880230858.0,46.8599,23.6873,-5.64,228.14,-6.92,247.76,2020-02-14 05:00:00 UTC,14.29,0.0,11.55,,18.07,,,,21.29,,,,1.2,3.1448,0001769456,02110,-14.2249,0,0,2192046343.0,MA,BOSTON,55329556.0,0.7053,0.2135,0.9937,10.91,0.0,0.0,"Short-Term Focus,Value Investor,GARP","Investment Advisor,Hedge Fund",2020-02-14 05:00:00 UTC,2192046343.0,United States
657580,"INVERA WEALTH ADVISORS, LLC",541-647-1980,,,Micro,95.0,117763961.0,59.0164,40.2779,7.25,5.84,7.15,5.8,2024-01-17 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.8,0.9672,0001976780,97702,-26.315,0,0,159820713.0,OR,BEND,635624.0,-0.0842,0.1283,0.7123,,44480837.0,37.771,"",Investment Advisor,2024-01-17 05:00:00 UTC,159820713.0,United States
93909,"INVESCO ADVISERS, INC.",3226410173,,,Large,3405.0,230168797709.0,99.6769,18.2418,0.0,122.61,,106.43,2001-05-11 04:00:00 UTC,15.59,91.34,14.93,95.56,9.06,13.86,12.08,5.3100000000000005,9.51,14.360000000000001,12.34,5.24,0.2,0.0059,0000020430,30309,,2,12,0.0,GA,ATLANTA,0.0,0.561,0.0,1.0275,-1.27,4192228827.0,1.821,"","Investment Advisor,Hedge Fund",2001-05-11 04:00:00 UTC,0.0,United States
488811,INVESCO ASSET MANAGEMENT (JAPAN) LTD,3226410173,,,Mid,926.0,6583361786.0,2.4838,49.6846,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.7,3.77,0000814519,1066114,,0,0,0.0,M0,TOKYO,0.0,,,,,9837181.0,0.149,"","",,0.0,JAPAN
488815,INVESCO ASSET MANAGEMENT DEUTSCHLAND GMBH,3226410173,,,Mid,901.0,6664113037.0,4.7725,29.1422,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,3.1,3.4406,0001824875,60322,,0,0,0.0,2M,HESSEN,0.0,,,,,0.0,0.0,"","",,0.0,GERMANY
94407,INVESCO ASSET MANAGEMENT LTD,3226410173,,,Large,497.0,13950885780.0,9.0543,32.5588,0.0,205.71,,554.25,2001-11-08 05:00:00 UTC,18.65,104.5,28.05,186.42,14.52,15.379999999999999,16.32,8.98,25.22,23.419999999999998,24.07,14.84,2.9,3.2093,0001113957,RG9 1HH,,0,0,0.0,X0,HENLEY,0.0,1.1696,0.0,0.7578,7.44,61437894.0,0.44,"",Investment Advisor,2001-11-08 05:00:00 UTC,0.0,UNITED KINGDOM
570485,INVESCO ASSET MANAGEMENT SINGAPORE LTD.,65 6603 9180,,,Small,563.0,361551177.0,16.341,39.533,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,3.1,2.4174,0001928786,048619,,0,0,0.0,U0,SINGAPORE,0.0,,,,,0.0,0.0,"","",,0.0,SINGAPORE
488812,INVESCO AUSTRALIA LTD,3226410173,,,Mid,2529.0,7146989688.0,1.5421,25.632,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.9,3.8422,0001824868,3000,,0,0,0.0,C3,MELBOURNE,0.0,,,,,0.0,0.0,"","",,0.0,AUSTRALIA
93643,INVESCO CANADA LTD.,1-800-874-6275,,,Large,1687.0,11344058786.0,3.6752,34.0704,0.0,213.45,,234.51,2002-05-14 04:00:00 UTC,11.86,61.15,12.37,59.4,4.52,10.01,9.29,4.04,4.38,9.77,9.32,4.45,3.0,3.7178,0001131154,M4W 1B7,,0,0,0.0,A6,TORONTO,0.0,0.1597,0.0,0.823,-3.71,2624202497.0,23.133,"",Investment Advisor,2002-05-14 04:00:00 UTC,0.0,Canada
2292,INVESCO CAPITAL MANAGEMENT LLC,4044393217,,,Large,3445.0,243889855440.0,4.6734,15.3322,0.0,109.53,,98.14,2006-05-25 04:00:00 UTC,22.33,82.91,22.66,84.0,9.44,12.839999999999998,13.100000000000001,7.08,9.46,12.97,13.18,7.109999999999999,3.6,3.6639,0001224696,60515,,0,0,0.0,IL,DOWNERS GROVE,0.0,0.6212,0.0,0.8414,1.67,3437307132.0,1.409,"",Investment Advisor,2006-05-25 04:00:00 UTC,0.0,United States
488814,INVESCO HONG KONG LTD,852-3191-8282,,,Small,655.0,1078027331.0,0.916,36.1515,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.9,3.9008,0001824864,999077,,0,0,0.0,K3,CENTRAL HONG KONG,0.0,,,,,44511724.0,4.129,"",Investment Advisor,,0.0,HONG KONG
106482,INVESCO INVESTMENT ADVISERS LLC,3226410173,,,Mid,1178.0,2951755532.0,5.0085,16.3567,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.0,3.4796,0001088928,60515,,0,0,0.0,IL,DOWNERS GROVE,0.0,,,,,221037767.0,7.488,"",Investment Advisor,,0.0,United States
147,INVESCO LTD.,404-892-0896,,,Mega,4024.0,465561087584.0,9.17,15.6504,6.14,635.75,7.34,877.79,2005-02-14 05:00:00 UTC,29.68,100.15,35.8,121.24,7.21,14.89,13.270000000000001,13.239999999999998,9.41,17.21,15.97,15.690000000000001,21.8,37.5204,0000914208,30309,10.7854,2,11,420237005252.0,GA,ATLANTA,1692959680.0,0.2449,0.1779,0.9403,-2.11,7920719215.0,1.701,Long-Term Focus,Investment Advisor,2005-02-14 05:00:00 UTC,420237005252.0,United States
660529,"INVESCO MANAGED ACCOUNTS, LLC",2067483968,,,Small,1767.0,253236040.0,,23.9055,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0002010271,98121,,0,0,0.0,WA,SEATTLE,0.0,,,,,10660914.0,4.21,"","",,0.0,United States
488813,INVESCO MANAGEMENT S.A.,352-26-12-19,,,Mid,378.0,3834619919.0,11.9048,35.1895,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.0,3.1005,0001824867,1855,,0,0,0.0,N4,LUXEMBOURG,0.0,,,,,0.0,0.0,"","",,0.0,LUXEMBOURG
392519,INVESCO SENIOR SECURED MANAGEMENT INC,2122789000,80,63,Micro,8.0,169876872.0,12.5,100.0,-5.32,23.55,6.1,-24.53,2018-02-14 05:00:00 UTC,21.19,28.08,27.65,-23.58,-0.97,5.07,,,-9.02,-5.24,,,6.75,7.0,0000870481,10281,65.4664,0,0,102665500.0,NY,NEW YORK,5811055.0,-0.1101,0.3457,1.4452,-13.11,2882003.0,1.697,GARP,"Investment Advisor,Hedge Fund",2018-02-14 05:00:00 UTC,102665500.0,United States
570497,INVESCO TAIWAN LTD,87299999,,,Micro,89.0,145450338.0,2.2472,63.1119,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.9,3.5955,0001928783,11047,,0,0,0.0,F5,TAIPEI,0.0,,,,,63709200.0,43.801,"","",,0.0,"TAIWAN, PROVINCE OF CHINA"
264385,INVESCO TRUST COMPANY,404-892-0896,,,Mid,504.0,2015020554.0,4.1667,26.8968,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.1,3.4921,0001608102,30309,,0,0,0.0,X1,ATLANTA,0.0,,,,,0.0,0.0,"",Trust,,0.0,United States
643342,"INVESCO, LLC",(847) 824-4078,,,Micro,165.0,235202135.0,10.303,38.8871,7.69,16.48,8.51,17.31,2023-08-15 04:00:00 UTC,0.0,0.0,,,,,,,,,,,3.0,2.8516,0001990080,60016,9.2296,0,0,215328186.0,IL,DES PLAINES,198472.0,0.1864,0.1341,0.7836,,1227580.0,0.522,"",Investment Advisor,2023-08-15 04:00:00 UTC,215328186.0,United States
613621,INVESTIDOR PROFISSIONAL GESTAO DE RECURSOS LTDA.,55-21-2104-0500,56,50,Small,24.0,293422830.0,41.6667,84.963,3.55,78.67,3.81,93.62,2022-11-10 05:00:00 UTC,31.59,76.82,26.35,92.67,2.4299999999999997,12.07,,,3.65,14.02,,,3.1,5.5455,0001953154,22431-050,-48.1256,3,3,565640496.0,D5,RIO DE JANEIRO,1266598.0,-0.0201,0.2062,1.0697,-7.95,144390797.0,49.209,"FINANCE concentrated,Mega-Cap Focus",Investment Advisor,2022-11-10 05:00:00 UTC,565640496.0,BRAZIL
568625,INVESTMARK ADVISORY GROUP LLC,203-953-3777,,,Micro,122.0,182341502.0,9.0164,42.5816,0.0,0.0,,,2022-05-03 04:00:00 UTC,0.0,,,,,,,,,,,,5.2,6.7328,0001926349,06484,6.9392,0,0,170509540.0,CT,SHELTON,226567.0,,,,,109140862.0,59.855,"",Investment Advisor,2022-05-03 04:00:00 UTC,170509540.0,United States
555919,"INVESTMENT ADVISORY GROUP, LLC",781-826-1235,,,Micro,163.0,241866003.0,13.2911,40.5264,5.32,17.3,5.09,17.63,2022-02-11 05:00:00 UTC,21.85,0.0,22.71,,,,,,,,,,8.6,6.7532,0001910273,02339,11.1559,0,0,217591594.0,MA,HANOVER,218109.0,0.1719,0.1551,0.8128,,198754956.0,82.176,"",Investment Advisor,2022-02-11 05:00:00 UTC,217591594.0,United States
504280,INVESTMENT ADVISORY SERVICES INC,2813640606,53,62,Small,120.0,272445294.0,6.8376,49.2777,3.87,64.96,3.71,77.44,2021-03-10 05:00:00 UTC,17.82,0.0,19.36,,7.84,,,,9.91,,,,6.9,8.5299,0000925953,77381,7.4687,0,0,253511383.0,TX,THE WOODLANDS,181580.0,0.3428,0.1445,0.8509,-0.26,113236446.0,41.563,Low BETA Stock Focus,Investment Advisor,2021-03-10 05:00:00 UTC,253511383.0,United States
199950,INVESTMENT HOUSE LLC,(310) 873-3024,54,69,Small,223.0,1701317950.0,20.8531,40.7293,6.65,472.09,5.11,512.84,2013-02-13 05:00:00 UTC,37.83,138.4,36.66,152.21,9.35,18.98,18.23,15.909999999999998,9.229999999999999,20.32,18.98,16.53,26.6,24.4076,0001566030,90277,20.3218,0,0,1413973634.0,CA,REDONDO BEACH,2281001.0,0.2967,0.219,1.0759,-1.56,23933308.0,1.407,Long-Term Focus,"Investment Advisor,Hedge Fund",2013-02-13 05:00:00 UTC,1413973634.0,United States
505169,INVESTMENT MANAGEMENT ASSOCIATES INC,3037968333,46,53,Small,38.0,290030526.0,18.4211,70.5342,-0.08,24.32,-1.78,32.05,2021-03-16 04:00:00 UTC,14.04,0.0,15.65,,3.7800000000000002,,,,5.220000000000001,,,,7.1,8.4,0000052024,80111,12.1254,1,0,258666195.0,CO,GREENWOOD VILLAGE,1117811.0,0.067,0.1398,0.6516,-3.68,33411118.0,11.52,"Low BETA Stock Focus,Value Investor",Investment Advisor,2021-03-16 04:00:00 UTC,258666195.0,United States
501102,INVESTMENT MANAGEMENT CORP OF ONTARIO,416-607-7971,49,62,Mid,687.0,3363679876.0,11.2082,45.6184,3.38,33.43,4.58,38.2,2021-02-16 05:00:00 UTC,28.2,0.0,22.56,,5.050000000000001,,,,7.99,,,,6.1,2.2557,0001811568,M5J 0E6,-17.8872,0,0,4096412168.0,Z4,TORONTO,13304406.0,0.115,0.1921,1.0137,-4.86,486137474.0,14.453,Short-Term Focus,"",2021-02-16 05:00:00 UTC,4096412168.0,Canada
40084,"INVESTMENT PARTNERS ASSET MANAGEMENT, INC.",732-205-0391,,,Micro,139.0,110708116.0,10.1449,30.4978,3.57,3.4,3.47,3.45,2024-01-25 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.8,0.9058,0001384416,08840,10.1509,0,0,100505825.0,NJ,METUCHEN,124352.0,-0.1496,0.1332,0.7188,,52420039.0,47.35,"","Investment Advisor,Hedge Fund",2024-01-25 05:00:00 UTC,100505825.0,United States
288254,"INVESTMENT PARTNERS, LTD.",3303089707,45,55,Micro,145.0,220541730.0,10.5634,33.1202,4.99,127.73,5.09,127.62,2015-02-09 05:00:00 UTC,21.95,74.35,22.51,77.24,6.619999999999999,11.76,10.11,,7.5200000000000005,12.13,10.25,,14.3,22.0775,0001050068,44663,8.5682,0,0,203136657.0,OH,NEW PHILADELPHIA,145839.0,0.2198,0.1703,0.9566,-2.88,136388343.0,61.842,"FINANCE concentrated,Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2015-02-09 05:00:00 UTC,203136657.0,United States
121717,"INVESTMENT PLANNERS, INC.",(217) 425-6340,,,Micro,261.0,29096170.0,17.2414,24.1452,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.3,2.4751,0000789995,62522,,0,0,0.0,IL,DECATUR,0.0,,,,,9005346.0,30.95,"",Broker-Dealer,,0.0,United States
463889,"INVESTMENT RESEARCH & ADVISORY GROUP, INC.",404-760-3730,28,48,Micro,239.0,217255167.0,23.5577,52.0081,4.94,72.61,5.37,83.14,2020-02-14 05:00:00 UTC,33.27,0.0,30.65,,4.19,,,,6.909999999999999,,,,11.1,11.058,0001802136,30309,10.8899,0,0,195919775.0,GA,ATLANTA,224059.0,0.0725,0.1875,1.0614,-5.7,57503621.0,26.468,"",Investment Advisor,2020-02-14 05:00:00 UTC,195919775.0,United States
204853,INVESTMENTAKTIENGESELLSCHAFT FUER LANGFRISTIGE INVESTOREN TGV,01149-228-368840,93,72,Small,22.0,1476559581.0,15.0,95.7219,13.63,661.05,12.16,533.51,2013-04-08 04:00:00 UTC,64.11,208.1,39.31,144.43,16.82,25.240000000000002,21.8,18.9,9.82,19.57,18.7,16.98,27.5,22.15,0001569606,53177,8.9249,0,0,1355575961.0,2M,BONN,543670.0,0.5553,0.2503,1.2156,5.43,0.0,0.0,"Mega-Cap Focus,COMMUNICATIONS concentrated,Long-Term Focus,Contrarian","",2013-04-08 04:00:00 UTC,1355575961.0,GERMANY
555716,"INVESTMENTS & FINANCIAL PLANNING, LLC",8595438188,,,Micro,34.0,145916587.0,9.0909,90.1989,4.16,16.61,4.96,15.37,2022-02-11 05:00:00 UTC,23.42,0.0,24.8,,,,,,,,,,3.3,4.5152,0001909307,40509,9.2721,0,0,133535083.0,KY,LEXINGTON,342368.0,0.1453,0.1689,0.8673,,141619289.0,97.055,"",Investment Advisor,2022-02-11 05:00:00 UTC,133535083.0,United States
1487,INVESTOR AB,46-8-6142000,38,70,Mid,12.0,3676815910.0,33.3333,100.0,12.85,137.27,10.58,2530.44,2001-05-15 04:00:00 UTC,-11.12,-74.83,11.87,114.62,-45.34,-24.11,-14.97,-10.42,4.3,16.5,16.520000000000003,17.299999999999997,7.1,10.9,0000889232,00000,8.5575,0,0,3386975384.0,V7,STOCKHOLM,24150.0,-1.7216,0.2834,1.6032,-56.53,0.0,0.0,"Large-Cap Focus,FINANCE concentrated","",2001-05-15 04:00:00 UTC,3386975384.0,SWEDEN
288334,INVESTORS ASSET MANAGEMENT OF GEORGIA INC,7703945619,53,56,Micro,167.0,212699113.0,9.375,36.1092,1.48,182.83,1.54,157.97,2015-02-10 05:00:00 UTC,19.28,73.95,18.67,66.0,7.71,11.709999999999999,11.97,,3.91,10.67,9.62,,11.7,26.5313,0000867926,30328,7.7834,0,0,197339351.0,GA,ATLANTA,328895.0,0.2871,0.1678,0.9441,-1.57,29997007.0,14.103,Long-Term Focus,Investment Advisor,2015-02-10 05:00:00 UTC,197339351.0,United States
392262,INVESTORS RESEARCH CORP,404-968-9348,,,Small,1112.0,427654886.0,11.7806,23.5218,4.61,39.18,4.81,41.59,2018-02-13 05:00:00 UTC,22.0,55.39,23.46,60.23,5.76,9.22,,,6.41,9.89,,,7.6,15.6087,0001730630,30305,3.2255,0,0,414291810.0,GA,ATLANTA,801817.0,0.1846,0.1574,0.9942,-3.23,242116720.0,56.615,"FINANCE concentrated,Low BETA Stock Focus",Investment Advisor,2018-02-13 05:00:00 UTC,414291810.0,United States
69955,"INVESTURE, LLC",434-220-0280,68,39,Small,16.0,570982052.0,12.5,87.9371,7.1,331.67,4.35,147.87,2010-02-03 05:00:00 UTC,13.62,77.51,19.06,39.11,1.0999999999999999,12.16,8.72,5.83,4.01,6.819999999999999,3.39,4.44,9.0,15.7333,0001476993,22902,-23.8251,0,0,749566986.0,VA,CHARLOTTESVILLE,5293947.0,-0.0987,0.1762,1.0811,-7.93,454328817.0,79.57,"FINANCE concentrated,Low BETA Stock Focus","Investment Advisor,Hedge Fund",2010-02-03 05:00:00 UTC,749566986.0,United States
635958,"INVICTUS PRIVATE WEALTH, LLC",720-734-2455,,,Small,92.0,1126300009.0,4.3478,72.4909,7.67,27.87,5.96,32.9,2023-06-05 04:00:00 UTC,21.66,0.0,25.65,,,,,,,,,,4.5,4.4889,0001939208,80206,10.2283,0,0,1021788818.0,CO,DENVER,1320777.0,0.4634,0.1269,0.8404,,860330434.0,76.386,"",Investment Advisor,2023-06-05 04:00:00 UTC,1021788818.0,United States
555044,INVIK S.A.,352 27 177 625,,,Micro,1.0,103744510.0,0.0,100.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,4.0,4.0,0001897270,SE 10313,,0,0,0.0,V7,STOCKHOLM,0.0,,,,,0.0,0.0,"","",,0.0,SWEDEN
519618,"INVST, LLC",3172021891,,,Small,287.0,843542950.0,40.0697,40.329,0.0,0.0,,,2021-06-23 04:00:00 UTC,0.0,,,,,,,,,,,,5.0,7.5124,0001867587,46240,7.8103,1,2,782432666.0,IN,INDIANAPOLIS,4632508.0,,,,,696332933.0,82.549,"FINANCE concentrated,Low BETA Stock Focus",Investment Advisor,2021-06-23 04:00:00 UTC,782432666.0,United States
463644,"INVUS FINANCIAL ADVISORS, LLC",212-616-2555,61,55,Micro,7.0,125785588.0,0.0,100.0,6.6,3.98,5.74,-44.56,2020-02-13 05:00:00 UTC,12.49,0.0,17.3,,-16.76,,,,-20.76,,,,12.2857,12.2857,0001802978,10022,-1.5632,0,0,127783146.0,NY,NEW YORK,340000.0,-0.5336,0.3708,1.2231,-28.06,0.0,0.0,"High BETA Stock Focus,Contrarian","Investment Advisor,Hedge Fund",2020-02-13 05:00:00 UTC,127783146.0,United States
1492,"INVUS PUBLIC EQUITIES ADVISORS, LLC",(212) 371-1717,,,Small,109.0,1793494220.0,32.1101,48.2251,0.0,68.97,,78.17,2005-11-14 05:00:00 UTC,8.94,153.43,10.71,140.71,9.74,20.44,13.91,2.75,10.24,19.21,12.32,2.08,2.2,2.2018,0001340096,10022,,0,2,0.0,NY,NEW YORK,0.0,0.7613,0.0,0.9012,2.86,23722500.0,1.323,"","",2005-11-14 05:00:00 UTC,0.0,United States
